EVID ID,Filename,Date,Category,Subject,Topics,Importance,Parties,Summary,File Size (KB),Modified
EVID-067,250624 - Re_ Follow-up  Formal Demand & Statement Regarding Unresolved Repairs (Unit 1803) - CAAV=8vue+yeVtRzJz1DBxxe68AwzwMvfEkHuk+1bGe4kY3W-qQ@mail.gmail.com.pdf,24/06/2025,Legal Demand,250624 - Re_ Follow-up  Formal Demand & Statement Regarding Unresolved Repairs (,Property Access; Repairs & Maintenance; Water & Leak,Critical,VCAT; Camberwell Rd Property; Franklin St Property; Property Manager/Areal; Court/RDRV,subject: message-id:re: follow-up – formal demand & statement regarding unresolv,171.6,31/10/2025
EVID-068,"250624 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - CAAV=8vuu5LTNJy3nPhkZPkGCdHqdtDGGt7UyF0c8DLN5K1NPvw@mail.gmail.com.pdf",24/06/2025,Maintenance Request,"250624 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123",Property Access; Repairs & Maintenance; Water & Leak,Critical,VCAT; Camberwell Rd Property; Court/RDRV,"subject: message-id:re: rdrv - case rt252398 - 33 camberwell rd, hawthorn east, ",104.5,31/10/2025
EVID-069,"250624 - Receipt of payment for 1803_243 Franklin Street, Melbourne VIC 3000 - ZJAAxgQMTiCsbiKTAQu1VQ@geopod-ismtpd-12.pdf",24/06/2025,Receipt & Payment,"250624 - Receipt of payment for 1803_243 Franklin Street, Melbourne VIC 3000",Rent & Payment,High,Property Manager/Areal; Franklin St Property,"subject: message-id:receipt of payment for 1803/243 franklin street, melbourne v",77.0,31/10/2025
EVID-070,250624 - Residential Tenancies Dispute Submission for RT252398  CMS_0014253156 - 22C8133778574981AFE79EFBB2AD07EA1DBE471C10EE@CASES.COURTS.VIC.GOV.AU.pdf,24/06/2025,Tenancy Agreement,250624 - Residential Tenancies Dispute Submission for RT252398  CMS_0014253156,Settlement; Legal Action,Critical,VCAT; Camberwell Rd Property; Court/RDRV,subject: message-id:,78.6,31/10/2025
EVID-071,250624 - VCAT RDRV account email verification code - 68599988.050a0220.1a2398.691cSMTPIN_ADDED_BROKEN@mx.google.com.pdf,24/06/2025,Email System,250624 - VCAT RDRV account email verification code,Legal Action; Repairs & Maintenance,Critical,VCAT; Camberwell Rd Property; Court/RDRV,subject: message-id:vcat rdrv account email veriﬁcation codefrom: microsoft on b,46.4,31/10/2025
EVID-072,250624 - You have reached us outside of business hours - k5cNctQzRsqL10qPlUK1Cw@geopod-ismtpd-6.pdf,24/06/2025,Maintenance Request,250624 - You have reached us outside of business hours,Property Access; Repairs & Maintenance; Rent & Payment,High,Property Manager/Areal,"subject: message-id:you have reached us outside of business hoursfrom: ""areal pr",73.0,31/10/2025
EVID-073,250624-24-06-2025 - Applicant 1 - Application.pdf,24/06/2025,Water Damage & Leak,24-06-2025 - Applicant 1,Repairs & Maintenance; Water & Leak; Rent & Payment,High,Camberwell Rd Property; Property Manager/Areal,residential tenancies application,109.1,24/06/2025
EVID-074,250624-Receipt # 90497.pdf,24/06/2025,Receipt & Payment,Receipt # 90497,Rent & Payment,Medium,Camberwell Rd Property; Property Manager/Areal; Franklin St Property,33 camberwell rd,77.9,24/06/2025
EVID-075,"250625 - RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - ME2PR01MB536189A34A8FE813E4ACB5ECA97BA@ME2PR01MB5361.ausprd01.prod.outlook.com.pdf",25/06/2025,Maintenance Request,"250625 - RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123",Repairs & Maintenance; Water & Leak; Rent & Payment,Critical,VCAT; Camberwell Rd Property; Property Manager/Areal; Court/RDRV,"subject: message-id:rdrv - case rt252398 - 33 camberwell rd, hawthorn east, vic,",107.5,31/10/2025
EVID-076,"250625 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - SY0PR01MB893890379D42200140E924FFD07BA@SY0PR01MB8938.ausprd01.prod.outlook.com.pdf",25/06/2025,Maintenance Request,"250625 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123",Repairs & Maintenance; Water & Leak; Rent & Payment,Critical,VCAT; Camberwell Rd Property; Property Manager/Areal; Court/RDRV,"subject: message-id:re: rdrv - case rt252398 - 33 camberwell rd, hawthorn east, ",312.3,31/10/2025
EVID-077,"250625 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - SY0PR01MB8938AC30F5A6B1DB2CB9C23CD07BA@SY0PR01MB8938.ausprd01.prod.outlook.com.pdf",25/06/2025,Maintenance Request,"250625 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123",Repairs & Maintenance; Water & Leak; Rent & Payment,Critical,VCAT; Camberwell Rd Property; Property Manager/Areal; Court/RDRV,"subject: message-id:re: rdrv - case rt252398 - 33 camberwell rd, hawthorn east, ",367.4,31/10/2025
EVID-078,"250626 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - CAAV=8vvTqt9woJ+CiKB66HUYwMLnkKc67-=-UEtEpFWq_NTrGQ@mail.gmail.com.pdf",26/06/2025,Maintenance Request,"250626 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123",Property Access; Repairs & Maintenance; Water & Leak,Critical,VCAT; Camberwell Rd Property; Property Manager/Areal; Court/RDRV,subject:,344.7,31/10/2025
EVID-079,"250626 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - ME2PR01MB53610532DA8B85B21E797787A97AA@ME2PR01MB5361.ausprd01.prod.outlook.com.pdf",26/06/2025,Maintenance Request,"250626 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123",Repairs & Maintenance; Water & Leak; Rent & Payment,Critical,VCAT; Camberwell Rd Property; Property Manager/Areal; Court/RDRV,"subject: message-id:re: rdrv - case rt252398 - 33 camberwell rd, hawthorn east, ",344.3,31/10/2025
EVID-080,"250626 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - SY0PR01MB89380B2BE8131492AC463717D07AA@SY0PR01MB8938.ausprd01.prod.outlook.com.pdf",26/06/2025,Water Damage & Leak,"250626 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123",Property Access; Repairs & Maintenance; Water & Leak,Critical,VCAT; Camberwell Rd Property; Property Manager/Areal; Court/RDRV,"subject: message-id:re: rdrv - case rt252398 - 33 camberwell rd, hawthorn east, ",360.7,31/10/2025
EVID-081,250627 - RDRV Order - RT252398 CMS_0014256123 - 9D3EF12496974851BF5FFFA72AE6F7C41DBE71CA7399@CASES.COURTS.VIC.GOV.AU.pdf,27/06/2025,Court Order,250627 - RDRV Order - RT252398 CMS_0014256123,Legal Action; Repairs & Maintenance,Critical,VCAT; Camberwell Rd Property; Court/RDRV,subject: message-id:,79.5,31/10/2025
EVID-082,"250627 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - SY0PR01MB89382294434912159D0AA05AD045A@SY0PR01MB8938.ausprd01.prod.outlook.com.pdf",27/06/2025,Receipt & Payment,"250627 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123",Property Access; Repairs & Maintenance; Water & Leak,Critical,VCAT; Camberwell Rd Property; Franklin St Property; Property Manager/Areal; Court/RDRV,"subject: message-id:re: rdrv - case rt252398 - 33 camberwell rd, hawthorn east, ",383.5,31/10/2025
EVID-083,"250627 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - SY0PR01MB8938CA371A0AD3AD989A55DFD045A@SY0PR01MB8938.ausprd01.prod.outlook.com.pdf",27/06/2025,Receipt & Payment,"250627 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123",Property Access; Repairs & Maintenance; Water & Leak,Critical,VCAT; Camberwell Rd Property; Franklin St Property; Property Manager/Areal; Court/RDRV,subject:,392.9,31/10/2025
EVID-084,"250627 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 CMS_0056400069 - 6AB1256270E642C5A082F8D9FAC3A3531DBE71B64B97@CASES.COURTS.VIC.GOV.AU.pdf",27/06/2025,Maintenance Request,"250627 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 C",Property Access; Repairs & Maintenance; Water & Leak,Critical,VCAT; Camberwell Rd Property; Property Manager/Areal; Court/RDRV,"subject: message-id:re: rdrv - case rt252398 - 33 camberwell rd, hawthorn east, ",382.6,31/10/2025
EVID-085,250627 - Update to RT252398 CMS_0014256122 - D8E3DC7A6635494789FE3C7E564BB8401DBE71CA6C3A@CASES.COURTS.VIC.GOV.AU.pdf,27/06/2025,Tenancy Agreement,250627 - Update to RT252398 CMS_0014256122,Legal Action,Critical,VCAT; Camberwell Rd Property; Court/RDRV,subject: message-id:,69.7,31/10/2025
EVID-086,250627 - VCAT RDRV account email verification code - 685e4c8d.050a0220.170fea.e557SMTPIN_ADDED_BROKEN@mx.google.com.pdf,27/06/2025,Email System,250627 - VCAT RDRV account email verification code,Legal Action; Repairs & Maintenance,Critical,VCAT; Court/RDRV,subject: message-id:vcat rdrv account email veriﬁcation codefrom: microsoft on b,46.8,31/10/2025
EVID-087,250627-27-06-2025 - Strike out - Consent order - Order f058873a.pdf,27/06/2025,Court Order,27-06-2025 - Strike out - Consent order,Rent & Payment; Settlement; Legal Action,Critical,Camberwell Rd Property; Property Manager/Areal,order,129.5,27/06/2025
EVID-088,250627-AusPost lodgement.pdf,27/06/2025,Administrative,AusPost lodgement,General,Medium,Tenant/Landlord,,103.5,27/06/2025
EVID-089,250627-Notice of entry 7 July 2025.pdf,27/06/2025,Water Damage & Leak,Notice of entry 7 July 2025,Water & Leak; Rent & Payment; Property Access,High,Camberwell Rd Property; Property Manager/Areal; Franklin St Property,notice to renter,9.4,27/06/2025
EVID-090,250627-Notice of entry 8 July 2025.pdf,27/06/2025,Water Damage & Leak,Notice of entry 8 July 2025,Water & Leak; Rent & Payment; Repairs & Maintenance,High,Camberwell Rd Property; Property Manager/Areal; Franklin St Property,notice to renter,9.4,27/06/2025
EVID-091,250627-Notice of entry 9 July 2025.pdf,27/06/2025,Water Damage & Leak,Notice of entry 9 July 2025,Water & Leak; Rent & Payment; Repairs & Maintenance,High,Camberwell Rd Property; Property Manager/Areal; Franklin St Property,notice to renter,9.4,27/06/2025
EVID-092,250627-Notice of entry lable.pdf,27/06/2025,Notice of Entry,Notice of entry lable,General,High,Tenant/Landlord,,135.2,27/06/2025
EVID-093,250627-tax invoice.pdf,27/06/2025,Receipt & Payment,tax invoice,Rent & Payment; Property Access; Repairs & Maintenance,High,Camberwell Rd Property; Franklin St Property,tax invoiceabn: 65 649 347 115 l acn: 649,49.1,27/06/2025
EVID-094,250701 - Areal monthly after-hours trades list update - gSL8Bh6nTMulPWEuc15cZQ@geopod-ismtpd-4.pdf,01/07/2025,Water Damage & Leak,250701 - Areal monthly after-hours trades list update,Water & Leak; Rent & Payment; Property Access,High,Property Manager/Areal,"subject: message-id:areal monthly after-hours trades list updatefrom: ""sylvia ha",78.4,31/10/2025
EVID-095,250701 - Areal monthly after-hours trades list update - xJ4RkcCoTSqqA5rfhGBuNQ@geopod-ismtpd-11.pdf,01/07/2025,Water Damage & Leak,250701 - Areal monthly after-hours trades list update,Water & Leak; Rent & Payment; Property Access,High,Property Manager/Areal,"subject: message-id:areal monthly after-hours trades list updatefrom: ""sylvia ha",78.5,31/10/2025
EVID-096,"250701 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - CAAV=8vtEscj+pX9-tdyyE81OLDsLOFKR=oZ3KZj8RX+G47sjSA@mail.gmail.com.pdf",01/07/2025,Receipt & Payment,"250701 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123",Property Access; Repairs & Maintenance; Water & Leak,Critical,VCAT; Camberwell Rd Property; Franklin St Property; Property Manager/Areal; Court/RDRV,subject:,409.8,31/10/2025
EVID-097,"250701 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - SY0PR01MB8938454405B975890A3599F5D041A@SY0PR01MB8938.ausprd01.prod.outlook.com.pdf",01/07/2025,Receipt & Payment,"250701 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123",Property Access; Repairs & Maintenance; Water & Leak,Critical,VCAT; Camberwell Rd Property; Franklin St Property; Property Manager/Areal; Court/RDRV,"subject: message-id:re: rdrv - case rt252398 - 33 camberwell rd, hawthorn east, ",415.6,31/10/2025
EVID-098,"250701 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - SY0PR01MB8938FA1673F305E1BE93D7D7D041A@SY0PR01MB8938.ausprd01.prod.outlook.com.pdf",01/07/2025,Receipt & Payment,"250701 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123",Property Access; Repairs & Maintenance; Water & Leak,Critical,VCAT; Camberwell Rd Property; Franklin St Property; Property Manager/Areal; Court/RDRV,subject:,434.6,31/10/2025
EVID-099,250701-Exhibit_A_20250616_0437.pdf,01/07/2025,Wall & Carpet Damage,Exhibit_A_20250616_0437,Property Access; Repairs & Maintenance; Water & Leak,High,Camberwell Rd Property; Property Manager/Areal; Franklin St Property,from:chawakorn kamnuansilck.chawakorn@gmail.comsubject:re: follow-up – formal de,77.3,01/07/2025
EVID-100,250701-Exhibit_B_20250616_1152.pdf,01/07/2025,Wall & Carpet Damage,Exhibit_B_20250616_1152,Water & Leak; Rent & Payment; Evidence,High,Camberwell Rd Property; Property Manager/Areal; Franklin St Property,from:sylvia hao - areal property hawthorn (mpm)mpm@email.propertyme.comsubject:r,91.5,01/07/2025
EVID-101,250701-Exhibit_C_20250623_1505.pdf,01/07/2025,Legal Demand,Exhibit_C_20250623_1505,Rent & Payment; Property Access; Evidence,High,Camberwell Rd Property; Property Manager/Areal; Franklin St Property,from:johnson tan - areal property hawthorn (mpm)mpm@email.propertyme.comsubject:,109.6,01/07/2025
EVID-102,250701-Exhibit_D_20250627_1509.pdf,01/07/2025,Receipt & Payment,Exhibit_D_20250627_1509,Property Access; Repairs & Maintenance; Water & Leak,High,Camberwell Rd Property; Property Manager/Areal; Franklin St Property,chawakorn kamnuansil <ck.chawakorn@gmail.com>,441.8,01/07/2025
EVID-103,250701-NTE 10-07.pdf,01/07/2025,Water Damage & Leak,NTE 10-07,Water & Leak; Rent & Payment; Repairs & Maintenance,High,Camberwell Rd Property; Property Manager/Areal; Franklin St Property,notice to renter,10.2,01/07/2025
EVID-104,250701-NTE 11-07.pdf,01/07/2025,Water Damage & Leak,NTE 11-07,Water & Leak; Rent & Payment; Repairs & Maintenance,High,Camberwell Rd Property; Property Manager/Areal; Franklin St Property,notice to renter,10.2,01/07/2025
EVID-105,250701-NTE 14-07.pdf,01/07/2025,Water Damage & Leak,NTE 14-07,Water & Leak; Rent & Payment; Repairs & Maintenance,High,Camberwell Rd Property; Property Manager/Areal; Franklin St Property,notice to renter,10.2,01/07/2025
EVID-106,250701-NTE 15-07.pdf,01/07/2025,Water Damage & Leak,NTE 15-07,Water & Leak; Rent & Payment; Repairs & Maintenance,High,Camberwell Rd Property; Property Manager/Areal; Franklin St Property,notice to renter,10.2,01/07/2025
EVID-107,250701-Reg Post Lodgement Slips.pdf,01/07/2025,Administrative,Reg Post Lodgement Slips,General,Medium,Tenant/Landlord,,127.5,01/07/2025
EVID-108,250701-Reg Post Sender Slips.pdf,01/07/2025,Administrative,Reg Post Sender Slips,General,Medium,Tenant/Landlord,,169.7,01/07/2025
EVID-109,"250703 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - CAAV=8vvKKQ_x4FZWt2UF+cNNw_i-XwMNOZ_UV8TbgiqmHKNLnQ@mail.gmail.com.pdf",03/07/2025,Receipt & Payment,"250703 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123",Rent & Payment; Legal Action,Critical,VCAT; Camberwell Rd Property; Franklin St Property; Property Manager/Areal; Court/RDRV,"subject: message-id:re: rdrv - case rt252398 - 33 camberwell rd, hawthorn east, ",46.3,31/10/2025
EVID-110,250703 - You have reached us outside of business hours - RsSCmNZcR66ZUikR7ELrmg@geopod-ismtpd-3.pdf,03/07/2025,Maintenance Request,250703 - You have reached us outside of business hours,Health & Medical; Rent & Payment; Property Access,High,Property Manager/Areal,"subject: message-id:you have reached us outside of business hoursfrom: ""areal pr",73.0,31/10/2025
EVID-111,"250704 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - 5m7PnjqaSFSHO6OsrY20JQ@geopod-ismtpd-9.pdf",04/07/2025,Receipt & Payment,"250704 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123",Property Access; Repairs & Maintenance; Water & Leak,Critical,VCAT; Camberwell Rd Property; Franklin St Property; Property Manager/Areal; Court/RDRV,"subject: message-id:re: rdrv - case rt252398 - 33 camberwell rd, hawthorn east, ",102.1,31/10/2025
EVID-112,"250704 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - CAAV=8vsuH4ugfx=+-gEFfAMNdnroimuOW7iPQ7anxzjP-1hO=Q@mail.gmail.com.pdf",04/07/2025,Receipt & Payment,"250704 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123",Property Access; Repairs & Maintenance; Water & Leak,Critical,VCAT; Camberwell Rd Property; Franklin St Property; Property Manager/Areal; Court/RDRV,"subject: message-id:re: rdrv - case rt252398 - 33 camberwell rd, hawthorn east, ",95.5,31/10/2025
EVID-113,"250704 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - CAAV=8vvt8hWm1o45QGHR7yPT6RUHap1hHodqNLhMiB+i1qH+kA@mail.gmail.com.pdf",04/07/2025,Receipt & Payment,"250704 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123",Property Access; Repairs & Maintenance; Water & Leak,Critical,VCAT; Camberwell Rd Property; Franklin St Property; Property Manager/Areal; Court/RDRV,"subject: message-id:re: rdrv - case rt252398 - 33 camberwell rd, hawthorn east, ",101.3,31/10/2025
EVID-114,250704 - You have reached us outside of business hours - HB_2sHe0TJm17bsMBrHGWQ@geopod-ismtpd-17.pdf,04/07/2025,Maintenance Request,250704 - You have reached us outside of business hours,Health & Medical; Rent & Payment; Property Access,High,Property Manager/Areal,"subject: message-id:you have reached us outside of business hoursfrom: ""areal pr",73.6,31/10/2025
EVID-115,250704-Public Liability.pdf,04/07/2025,Receipt & Payment,Public Liability,Health & Medical; Rent & Payment,Medium,Tenant/Landlord,public & products liability insurance,75.6,04/07/2025
EVID-116,"250707 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - SY0PR01MB8938D6189AFC2FE2A3722E9AD04FA@SY0PR01MB8938.ausprd01.prod.outlook.com.pdf",07/07/2025,Receipt & Payment,"250707 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123",Property Access; Repairs & Maintenance; Water & Leak,Critical,VCAT; Camberwell Rd Property; Franklin St Property; Property Manager/Areal; Court/RDRV,"subject: message-id:re: rdrv - case rt252398 - 33 camberwell rd, hawthorn east, ",330.6,31/10/2025
EVID-117,"250709 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - SY8PR01MB89487B70BA6658C1132F2DC8D049A@SY8PR01MB8948.ausprd01.prod.outlook.com.pdf",09/07/2025,Receipt & Payment,"250709 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123",Property Access; Repairs & Maintenance; Water & Leak,Critical,VCAT; Camberwell Rd Property; Franklin St Property; Property Manager/Areal; Court/RDRV,"subject: message-id:re: rdrv - case rt252398 - 33 camberwell rd, hawthorn east, ",339.1,31/10/2025
EVID-118,"250711 - Notice to vacate - 1803_243 Franklin Street, Melbourne VIC 3000 - LC0sl9DITRqJVpDrvRiu2Q@geopod-ismtpd-8.pdf",11/07/2025,Receipt & Payment,"250711 - Notice to vacate - 1803_243 Franklin Street, Melbourne VIC 3000",Tenancy Termination; Rent & Payment; Property Access,High,Property Manager/Areal; Franklin St Property,"subject: message-id:notice to vacate - 1803/243 franklin street, melbourne vic 3",81.6,31/10/2025
EVID-119,"250711 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - CAAV=8vseTMoCJbtNE2V0o+Ke=zLWdevsrJriCiD=ZeCeozMsnA@mail.gmail.com.pdf",11/07/2025,Wall & Carpet Damage,"250711 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123",Legal Action; Repairs & Maintenance,Critical,VCAT; Camberwell Rd Property; Franklin St Property; Property Manager/Areal; Court/RDRV,subject:,637.5,31/10/2025
EVID-120,"250711 - Vacating instructions - 1803_243 Franklin Street, Melbourne VIC 3000 - YUZNhpYcT8uJiUuwW877SQ@geopod-ismtpd-4.pdf",11/07/2025,Receipt & Payment,"250711 - Vacating instructions - 1803_243 Franklin Street, Melbourne VIC 3000",Tenancy Termination; Property Access; Repairs & Maintenance,High,Camberwell Rd Property; Property Manager/Areal; Franklin St Property,"subject: message-id:vacating instructions - 1803/243 franklin street, melbourne ",83.8,31/10/2025
EVID-121,250711-Message Thread Franklin Stpdf.pdf,11/07/2025,Wall & Carpet Damage,Message Thread Franklin Stpdf,Water & Leak; Rent & Payment; Evidence,High,Camberwell Rd Property; Property Manager/Areal; Franklin St Property,33 camberwell rd,101.8,11/07/2025
EVID-122,250711-Move out guide & tips to get your bond back.pdf,11/07/2025,Wall & Carpet Damage,Move out guide & tips to get your bond back,Tenancy Termination; Repairs & Maintenance; Water & Leak,High,Camberwell Rd Property,move -out guide,198.7,31/10/2025
EVID-123,250711-NOTICE TO VACATE U1803 243 FRANKLIN ST.pdf,11/07/2025,Receipt & Payment,NOTICE TO VACATE U1803 243 FRANKLIN ST,Tenancy Termination; Property Access; Repairs & Maintenance,Critical,VCAT; Camberwell Rd Property; Property Manager/Areal; Franklin St Property,residential tenancies act 1997,17.2,11/07/2025
EVID-124,250711-Vacate Cleaning Guide.pdf,11/07/2025,Wall & Carpet Damage,Vacate Cleaning Guide,Tenancy Termination,High,Tenant/Landlord,vacate cleaning guide,137.3,31/10/2025
EVID-125,250711-sylvia-to-podjana-move-out-guide.pdf,11/07/2025,Wall & Carpet Damage,sylvia-to-podjana-move-out-guide,Tenancy Termination; Repairs & Maintenance; Water & Leak,High,Camberwell Rd Property,move-out guide,88.2,14/10/2025
EVID-126,250711-sylvia-to-podjana-notice-to-vacate.pdf,11/07/2025,Receipt & Payment,sylvia-to-podjana-notice-to-vacate,Tenancy Termination; Property Access; Repairs & Maintenance,Critical,VCAT; Camberwell Rd Property; Property Manager/Areal; Franklin St Property,residential tenancies act 1997,44.2,14/10/2025
EVID-127,250711-sylvia-to-podjana-vacate-cleaning-guide.pdf,11/07/2025,Wall & Carpet Damage,sylvia-to-podjana-vacate-cleaning-guide,Tenancy Termination,High,Tenant/Landlord,vacate cleaning guide,97.0,14/10/2025
EVID-128,250711-sylvia-to-podjana-vacating.pdf,11/07/2025,Receipt & Payment,sylvia-to-podjana-vacating,Tenancy Termination; Rent & Payment; Property Access,High,Camberwell Rd Property; Property Manager/Areal; Franklin St Property,bb m <bewty980219@gmail.com>,108.4,14/10/2025
EVID-129,250714 - VCAT Application R202518214_00  Challenge to Notice to Vacate - CAAV=8vtAn--H5Sf-Oz0_-VY=XyMrK-4ysX7wEa_4SvsU0F7VxA@mail.gmail.com.pdf,14/07/2025,VCAT Application,250714 - VCAT Application R202518214_00  Challenge to Notice to Vacate,Tenancy Termination; Rent & Payment; Legal Action,Critical,VCAT; Property Manager/Areal; Franklin St Property,subject: message-id:vcat application r202518214/00 – challenge to notice to vaca,64.2,31/10/2025
EVID-130,250714 - VCAT RDRV account email verification code - 6873ef03.050a0220.869ff.fc65SMTPIN_ADDED_BROKEN@mx.google.com.pdf,14/07/2025,Email System,250714 - VCAT RDRV account email verification code,Legal Action; Repairs & Maintenance,Critical,VCAT; Court/RDRV,subject: message-id:vcat rdrv account email veriﬁcation codefrom: microsoft on b,46.2,31/10/2025
EVID-131,250714 - VCAT Residential Tenancies Hub - Please confirm your registration - 10561684.1141752435296565.JavaMail.SVC-VCAT-GuardianPrd@P03464.pdf,14/07/2025,Receipt & Payment,250714 - VCAT Residential Tenancies Hub - Please confirm your registration,Rent & Payment; Legal Action,Critical,VCAT,subject: message-id:vcat residential tenancies hub - please conﬁrm your registra,55.1,31/10/2025
EVID-132,"250714 - VCAT has opened a case R202518214_00 about  243 Franklin St, Unit1803, MELBOURNE, VIC, 3000 - 2146321657.11649.1752478440219@P03465.dojvic.justice.vic.gov.au.pdf",14/07/2025,Notice to Vacate,"250714 - VCAT has opened a case R202518214_00 about  243 Franklin St, Unit1803, ",Tenancy Termination; Rent & Payment; Legal Action,Critical,VCAT; Property Manager/Areal; Franklin St Property,subject: message-id:,184.7,31/10/2025
EVID-133,250714 - You have reached us outside of business hours - eQKE-KQ_TvmrGJFqNerSVQ@geopod-ismtpd-15.pdf,14/07/2025,Maintenance Request,250714 - You have reached us outside of business hours,Health & Medical; Rent & Payment; Property Access,High,Property Manager/Areal,"subject: message-id:you have reached us outside of business hoursfrom: ""areal pr",72.9,31/10/2025
EVID-134,250714-VCAT Application R202518214-00 – Notice to Vacate Challenge.pdf,14/07/2025,Receipt & Payment,VCAT Application R202518214-00 – Notice to Vacate Challenge,Tenancy Termination; Repairs & Maintenance; Water & Leak,Critical,VCAT; Camberwell Rd Property; Property Manager/Areal; Franklin St Property,application by a renter to the,66.9,14/07/2025
EVID-135,250714-vcat-application-fee.pdf,14/07/2025,Receipt & Payment,vcat-application-fee,Rent & Payment; Legal Action,Critical,VCAT,vcat  melbourne  au card xx8837  value  date:,134.7,14/10/2025
EVID-136,250715 - Automated response - VCAT Residential Tenancies - d8e33454ee1a42b28fe50b7978250c41@SYAPR01MB2544.ausprd01.prod.outlook.com.pdf,15/07/2025,Receipt & Payment,250715 - Automated response - VCAT Residential Tenancies,Rent & Payment; Property Access; Legal Action,Critical,VCAT; Camberwell Rd Property,"subject: message-id:automated response - vcat residential tenanciesfrom: ""csv-vc",84.7,31/10/2025
EVID-137,250715 - Automated response - VCAT Residential Tenancies - dd618c0bf0df4ab490c20715c4e35776@SYAPR01MB2544.ausprd01.prod.outlook.com.pdf,15/07/2025,Maintenance Request,250715 - Automated response - VCAT Residential Tenancies,Rent & Payment; Property Access; Legal Action,Critical,VCAT,"subject: message-id:automated response - vcat residential tenanciesfrom: ""csv-vc",85.1,31/10/2025
EVID-138,250715 - Fwd_ VCAT Application R202518214_00  Challenge to Notice to Vacate - CAAV=8vvztDLWS+Bg=Es0fJttbtsjFREbC4GQ=NJk7sYiPMRMtA@mail.gmail.com.pdf,15/07/2025,VCAT Application,250715 - Fwd_ VCAT Application R202518214_00  Challenge to Notice to Vacate,Tenancy Termination; Rent & Payment; Legal Action,Critical,VCAT; Property Manager/Areal; Franklin St Property,subject: message-id:fwd: vcat application r202518214/00 – challenge to notice to,66.5,31/10/2025
